1.500,22.500,1
1.501,22.530,1
1.502,22.560,1
1.503,22.590,1
1.504,22.620,1
1.505,22.650,1
1.506,22.680,1
1.507,22.710,1
1.508,22.741,1
1.509,22.771,1
1.510,22.801,1
1.511,22.831,1
1.512,22.861,1
1.513,22.892,1
1.514,22.922,1
1.515,22.952,1
1.516,22.983,1
1.517,23.013,1
1.518,23.043,1
1.519,23.074,1
1.520,23.104,1
1.521,23.134,1
1.522,23.165,1
1.523,23.195,1
1.524,23.226,1
1.525,23.256,1
1.526,23.287,1
1.527,23.317,1
1.528,23.348,1
1.529,23.378,1
1.530,23.409,1
1.531,23.440,1
1.532,23.470,1
1.533,23.501,1
1.534,23.532,1
1.535,23.562,1
1.536,23.593,1
1.537,23.624,1
1.538,23.654,1
1.539,23.685,1
1.540,23.716,1
1.541,23.747,1
1.542,23.778,1
1.543,23.808,1
1.544,23.839,1
1.545,23.870,1
1.546,23.901,1
1.547,23.932,1
1.548,23.963,1
1.549,23.994,1
1.550,24.025,1
1.551,24.056,1
1.552,24.087,1
1.553,24.118,1
1.554,24.149,1
1.555,24.180,1
1.556,24.211,1
1.557,24.242,1
1.558,24.274,1
1.559,24.305,1
1.560,24.336,1
1.561,24.367,1
1.562,24.398,1
1.563,24.430,1
1.564,24.461,1
1.565,24.492,1
1.566,24.524,1
1.567,24.555,1
1.568,24.586,1
1.569,24.618,1
1.570,24.649,1
1.571,24.680,1
1.572,24.712,1
1.573,24.743,1
1.574,24.775,1
1.575,24.806,1
1.576,24.838,1
1.577,24.869,1
1.578,24.901,1
1.579,24.932,1
1.580,24.964,1
1.581,24.996,1
1.582,25.027,1
1.583,25.059,1
1.584,25.091,1
1.585,25.122,1
1.586,25.154,1
1.587,25.186,1
1.588,25.217,1
1.589,25.249,1
1.590,25.281,1
1.591,25.313,1
1.592,25.345,1
1.593,25.376,1
1.594,25.408,1
1.595,25.440,1
1.596,25.472,1
1.597,25.504,1
1.598,25.536,1
1.599,25.568,1
1.600,25.600,1
1.601,25.632,1
1.602,25.664,1
1.603,25.696,1
1.604,25.728,1
1.605,25.760,1
1.606,25.792,1
1.607,25.824,1
1.608,25.857,1
1.609,25.889,1
1.610,25.921,1
1.611,25.953,1
1.612,25.985,1
1.613,26.018,1
1.614,26.050,1
1.615,26.082,1
1.616,26.115,1
1.617,26.147,1
1.618,26.179,1
1.619,26.212,1
1.620,26.244,1
1.621,26.276,1
1.622,26.309,1
1.623,26.341,1
1.624,26.374,1
1.625,26.406,1
1.626,26.439,1
1.627,26.471,1
1.628,26.504,1
1.629,26.536,1
1.630,26.569,1
1.631,26.602,1
1.632,26.634,1
