30.00,1.00,30.0000
30.00,1.01,29.4089
30.00,1.02,28.8351
30.00,1.03,28.2779
30.00,1.04,27.7367
30.00,1.05,27.2109
30.00,1.06,26.6999
30.00,1.07,26.2032
30.00,1.08,25.7202
30.00,1.09,25.2504
30.00,1.10,24.7934
30.00,1.11,24.3487
30.00,1.12,23.9158
30.00,1.13,23.4944
30.00,1.14,23.0840
30.00,1.15,22.6843
30.00,1.16,22.2949
30.00,1.17,21.9154
30.00,1.18,21.5455
30.00,1.19,21.1849
30.00,1.20,20.8333
30.00,1.21,20.4904
30.00,1.22,20.1559
30.00,1.23,19.8295
30.00,1.24,19.5109
30.00,1.25,19.2000
30.00,1.26,18.8964
30.00,1.27,18.6000
30.00,1.28,18.3105
30.00,1.29,18.0278
30.00,1.30,17.7515
30.00,1.31,17.4815
30.00,1.32,17.2176
30.00,1.33,16.9597
30.00,1.34,16.7075
30.00,1.35,16.4609
30.00,1.36,16.2197
30.00,1.37,15.9838
30.00,1.38,15.7530
30.00,1.39,15.5271
30.00,1.40,15.3061
30.00,1.41,15.0898
30.00,1.42,14.8780
30.00,1.43,14.6706
30.00,1.44,14.4676
30.00,1.45,14.2687
30.00,1.46,14.0739
30.00,1.47,13.8831
30.00,1.48,13.6961
30.00,1.49,13.5129
30.00,1.50,13.3333
30.00,1.51,13.1573
30.00,1.52,12.9848
30.00,1.53,12.8156
30.00,1.54,12.6497
30.00,1.55,12.4870
30.00,1.56,12.3274
30.00,1.57,12.1709
30.00,1.58,12.0173
30.00,1.59,11.8666
30.00,1.60,11.7187
30.00,1.61,11.5736
30.00,1.62,11.4312
30.00,1.63,11.2914
30.00,1.64,11.1541
30.00,1.65,11.0193
30.00,1.66,10.8869
30.00,1.67,10.7569
30.00,1.68,10.6293
30.00,1.69,10.5038
30.00,1.70,10.3806
30.00,1.71,10.2596
30.00,1.72,10.1406
30.00,1.73,10.0237
30.00,1.74,9.9088
30.00,1.75,9.7959
30.00,1.76,9.6849
30.00,1.77,9.5758
30.00,1.78,9.4685
30.00,1.79,9.3630
30.00,1.80,9.2593
30.00,1.81,9.1572
30.00,1.82,9.0569
30.00,1.83,8.9582
30.00,1.84,8.8611
30.00,1.85,8.7655
30.00,1.86,8.6715
30.00,1.87,8.5790
30.00,1.88,8.4880
30.00,1.89,8.3984
30.00,1.90,8.3102
30.00,1.91,8.2235
30.00,1.92,8.1380
30.00,1.93,8.0539
30.00,1.94,7.9711
30.00,1.95,7.8895
30.00,1.96,7.8092
30.00,1.97,7.7302
30.00,1.98,7.6523
30.00,1.99,7.5756
30.25,1.00,30.2500
30.25,1.01,29.6540
30.25,1.02,29.0754
30.25,1.03,28.5135
30.25,1.04,27.9678
30.25,1.05,27.4376
30.25,1.06,26.9224
30.25,1.07,26.4215
30.25,1.08,25.9345
30.25,1.09,25.4608
30.25,1.10,25.0000
30.25,1.11,24.5516
30.25,1.12,24.1151
30.25,1.13,23.6902
30.25,1.14,23.2764
30.25,1.15,22.8733
30.25,1.16,22.4807
30.25,1.17,22.0980
30.25,1.18,21.7251
30.25,1.19,21.3615
30.25,1.20,21.0069
30.25,1.21,20.6612
30.25,1.22,20.3238
30.25,1.23,19.9947
30.25,1.24,19.6735
30.25,1.25,19.3600
30.25,1.26,19.0539
30.25,1.27,18.7550
30.25,1.28,18.4631
30.25,1.29,18.1780
30.25,1.30,17.8994
30.25,1.31,17.6272
30.25,1.32,17.3611
30.25,1.33,17.1010
30.25,1.34,16.8467
30.25,1.35,16.5981
30.25,1.36,16.3549
30.25,1.37,16.1170
30.25,1.38,15.8843
30.25,1.39,15.6565
30.25,1.40,15.4337
30.25,1.41,15.2155
30.25,1.42,15.0020
30.25,1.43,14.7929
30.25,1.44,14.5882
30.25,1.45,14.3876
30.25,1.46,14.1912
30.25,1.47,13.9988
30.25,1.48,13.8103
30.25,1.49,13.6255
30.25,1.50,13.4444
30.25,1.51,13.2670
30.25,1.52,13.0930
30.25,1.53,12.9224
30.25,1.54,12.7551
30.25,1.55,12.5911
30.25,1.56,12.4301
30.25,1.57,12.2723
30.25,1.58,12.1174
30.25,1.59,11.9655
30.25,1.60,11.8164
30.25,1.61,11.6701
30.25,1.62,11.5264
30.25,1.63,11.3854
30.25,1.64,11.2470
30.25,1.65,11.1111
30.25,1.66,10.9776
30.25,1.67,10.8466
30.25,1.68,10.7178
30.25,1.69,10.5914
30.25,1.70,10.4671
30.25,1.71,10.3451
30.25,1.72,10.2251
30.25,1.73,10.1073
30.25,1.74,9.9914
30.25,1.75,9.8776
30.25,1.76,9.7656
30.25,1.77,9.6556
30.25,1.78,9.5474
30.25,1.79,9.4410
30.25,1.80,9.3364
30.25,1.81,9.2335
30.25,1.82,9.1324
30.25,1.83,9.0328
30.25,1.84,8.9349
30.25,1.85,8.8386
30.25,1.86,8.7438
30.25,1.87,8.6505
30.25,1.88,8.5587
30.25,1.89,8.4684
30.25,1.90,8.3795
30.25,1.91,8.2920
30.25,1.92,8.2058
30.25,1.93,8.1210
30.25,1.94,8.0375
30.25,1.95,7.9553
30.25,1.96,7.8743
30.25,1.97,7.7946
30.25,1.98,7.7160
30.25,1.99,7.6387
30.50,1.00,30.5000
30.50,1.01,29.8990
30.50,1.02,29.3156
30.50,1.03,28.7492
30.50,1.04,28.1990
30.50,1.05,27.6644
30.50,1.06,27.1449
30.50,1.07,26.6399
30.50,1.08,26.1488
30.50,1.09,25.6712
30.50,1.10,25.2066
30.50,1.11,24.7545
30.50,1.12,24.3144
30.50,1.13,23.8860
30.50,1.14,23.4688
30.50,1.15,23.0624
30.50,1.16,22.6665
30.50,1.17,22.2807
30.50,1.18,21.9046
30.50,1.19,21.5380
30.50,1.20,21.1806
30.50,1.21,20.8319
30.50,1.22,20.4918
30.50,1.23,20.1600
30.50,1.24,19.8361
30.50,1.25,19.5200
30.50,1.26,19.2114
30.50,1.27,18.9100
30.50,1.28,18.6157
30.50,1.29,18.3282
30.50,1.30,18.0473
30.50,1.31,17.7729
30.50,1.32,17.5046
30.50,1.33,17.2424
30.50,1.34,16.9860
30.50,1.35,16.7353
30.50,1.36,16.4901
30.50,1.37,16.2502
30.50,1.38,16.0155
30.50,1.39,15.7859
30.50,1.40,15.5612
30.50,1.41,15.3413
30.50,1.42,15.1260
30.50,1.43,14.9152
30.50,1.44,14.7087
30.50,1.45,14.5065
30.50,1.46,14.3085
30.50,1.47,14.1145
30.50,1.48,13.9244
30.50,1.49,13.7381
30.50,1.50,13.5556
30.50,1.51,13.3766
30.50,1.52,13.2012
30.50,1.53,13.0292
30.50,1.54,12.8605
30.50,1.55,12.6951
30.50,1.56,12.5329
30.50,1.57,12.3737
30.50,1.58,12.2176
30.50,1.59,12.0644
30.50,1.60,11.9141
30.50,1.61,11.7665
30.50,1.62,11.6217
30.50,1.63,11.4795
30.50,1.64,11.3400
30.50,1.65,11.2029
30.50,1.66,11.0684
30.50,1.67,10.9362
30.50,1.68,10.8064
30.50,1.69,10.6789
30.50,1.70,10.5536
30.50,1.71,10.4306
30.50,1.72,10.3096
30.50,1.73,10.1908
30.50,1.74,10.0740
30.50,1.75,9.9592
30.50,1.76,9.8463
30.50,1.77,9.7354
30.50,1.78,9.6263
30.50,1.79,9.5191
30.50,1.80,9.4136
30.50,1.81,9.3099
30.50,1.82,9.2078
30.50,1.83,9.1075
30.50,1.84,9.0087
30.50,1.85,8.9116
30.50,1.86,8.8160
30.50,1.87,8.7220
30.50,1.88,8.6295
30.50,1.89,8.5384
30.50,1.90,8.4488
30.50,1.91,8.3605
30.50,1.92,8.2737
30.50,1.93,8.1881
30.50,1.94,8.1039
30.50,1.95,8.0210
30.50,1.96,7.9394
30.50,1.97,7.8590
30.50,1.98,7.7798
30.50,1.99,7.7018
30.75,1.00,30.7500
30.75,1.01,30.1441
30.75,1.02,29.5559
30.75,1.03,28.9848
30.75,1.04,28.4301
30.75,1.05,27.8912
30.75,1.06,27.3674
30.75,1.07,26.8582
30.75,1.08,26.3632
30.75,1.09,25.8817
30.75,1.10,25.4132
30.75,1.11,24.9574
30.75,1.12,24.5137
30.75,1.13,24.0818
30.75,1.14,23.6611
30.75,1.15,23.2514
30.75,1.16,22.8523
30.75,1.17,22.4633
30.75,1.18,22.0842
30.75,1.19,21.7146
30.75,1.20,21.3542
30.75,1.21,21.0027
30.75,1.22,20.6598
30.75,1.23,20.3252
30.75,1.24,19.9987
30.75,1.25,19.6800
30.75,1.26,19.3689
30.75,1.27,19.0650
30.75,1.28,18.7683
30.75,1.29,18.4785
30.75,1.30,18.1953
30.75,1.31,17.9185
30.75,1.32,17.6481
30.75,1.33,17.3837
30.75,1.34,17.1252
30.75,1.35,16.8724
30.75,1.36,16.6252
30.75,1.37,16.3834
30.75,1.38,16.1468
30.75,1.39,15.9153
30.75,1.40,15.6888
30.75,1.41,15.4670
30.75,1.42,15.2500
30.75,1.43,15.0374
30.75,1.44,14.8293
30.75,1.45,14.6254
30.75,1.46,14.4258
30.75,1.47,14.2302
30.75,1.48,14.0385
30.75,1.49,13.8507
30.75,1.50,13.6667
30.75,1.51,13.4863
30.75,1.52,13.3094
30.75,1.53,13.1360
30.75,1.54,12.9659
30.75,1.55,12.7992
30.75,1.56,12.6356
30.75,1.57,12.4752
30.75,1.58,12.3177
30.75,1.59,12.1633
30.75,1.60,12.0117
30.75,1.61,11.8630
30.75,1.62,11.7170
30.75,1.63,11.5736
30.75,1.64,11.4329
30.75,1.65,11.2948
30.75,1.66,11.1591
30.75,1.67,11.0259
30.75,1.68,10.8950
30.75,1.69,10.7664
30.75,1.70,10.6401
30.75,1.71,10.5161
30.75,1.72,10.3941
